city,state,price,amount,quality,date,ppg,state.name,lat,lon
Sycamore,IL,480,28.3,high,9/22/10,16.96,Illinois,41.990505,-88.68704
Syracuse,NY,30,3.54,medium,9/22/10,8.47,New York,43.038099,-76.16406
Tacoma,WA,215,28.3,high,9/22/10,7.6,Washington,47.152434,-122.405155
Tacoma,WA,220,28.3,high,9/22/10,7.77,Washington,47.152434,-122.405155
Tahoe City,CA,150,28.3,high,9/22/10,5.3,California,39.177383,-120.14607
Tallahassee,FL,50,3.54,high,9/22/10,14.12,Florida,30.479347,-84.31961
Tallahassee,FL,280,28.3,high,9/22/10,9.89,Florida,30.479347,-84.31961
Tampa,FL,300,28.3,high,9/22/10,10.6,Florida,27.871964,-82.438841
Tampa,FL,60,14.15,medium,9/22/10,4.24,Florida,27.871964,-82.438841
Tarpon Springs,FL,50,3.54,high,9/22/10,14.12,Florida,28.126307,-82.75339
Tempe,AZ,320,28.3,high,9/22/10,11.31,Arizona,33.380009,-111.931424
Tempe,AZ,120,7.075,high,9/22/10,16.96,Arizona,33.380009,-111.931424
Thousand Oaks,CA,60,3.54,high,9/22/10,16.95,California,34.190804,-118.87348
Torrance,CA,80,5,high,9/22/10,16,California,33.798721,-118.298662
Traverse City,MI,50,3.54,high,9/22/10,14.12,Michigan,44.778769,-85.575147
Trenton,NJ,100,7.075,high,9/22/10,14.13,New Jersey,40.270745,-74.712018
Troy,MI,60,15,medium,9/22/10,4,Michigan,42.587643,-83.15235
Tucson,AZ,60,3.54,medium,9/22/10,16.95,Arizona,32.170277,-110.96354
Tulsa,OK,60,3.54,high,9/22/10,16.95,Oklahoma,36.139826,-95.992323
Tulsa,OK,60,28.3,low,9/22/10,2.12,Oklahoma,36.139826,-95.992323
Union City,CA,220,28.3,high,9/22/10,7.77,California,37.592184,-122.04577
Urbandale,IA,60,3.54,high,9/22/10,16.95,Iowa,41.6281545,-93.763075
Van Nuys,CA,40,3.54,high,9/22/10,11.3,California,33.786594,-118.298662
Van Nuys,CA,90,7.075,high,9/22/10,12.72,California,33.786594,-118.298662
Ventura,CA,80,3.54,high,9/22/10,22.6,California,34.1505595,-119.140264
Voorhees,NJ,90,28.3,medium,9/22/10,3.18,New Jersey,39.851969,-74.96128
Wahpeton,ND,60,3.54,medium,9/22/10,16.95,North Dakota,46.28232,-96.68494
Walled Lake,MI,300,28.3,high,9/22/10,10.6,Michigan,42.604787,-83.432995
Waltham,MA,95,7.075,high,9/22/10,13.43,Massachusetts,42.390717,-71.243755
West Lafayette,IN,60,3.54,high,9/22/10,16.95,Indiana,40.424923,-86.916215
West Palm Beach,FL,50,3.54,high,9/22/10,14.12,Florida,26.669744,-80.12704
West Palm Beach,FL,60,3.54,high,9/22/10,16.95,Florida,26.669744,-80.12704
West Plains,MO,100,28.3,medium,9/22/10,3.53,Missouri,36.730557,-91.862906
Westland,MI,120,28.3,medium,9/22/10,4.24,Michigan,42.314862,-83.37632
Westminster,CO,250,28.3,high,9/22/10,8.83,Colorado,39.830936,-105.03736
Weston,MA,50,5,medium,9/22/10,10,Massachusetts,42.4025295,-71.3738575
Willimantic,CT,100,7.075,high,9/22/10,14.13,Connecticut,41.714867,-72.20934
Wilmington,CA,250,28.3,medium,9/22/10,8.83,California,33.785306,-118.278816
Wilmington,DE,60,3.54,high,9/22/10,16.95,Delaware,39.564499,-75.597047
Winfield,KS,80,28.3,medium,9/22/10,2.83,Kansas,37.256575,-96.97885
Winston Salem,NC,380,28.3,high,9/22/10,13.43,North Carolina,36.027482,-80.20728
Winston Salem,NC,80,28.3,medium,9/22/10,2.83,North Carolina,36.027482,-80.20728
Winter Park,FL,120,7.075,high,9/22/10,16.96,Florida,28.5825075,-81.283439
Wise,VA,200,28.3,low,9/22/10,7.07,Virginia,36.979817,-82.56963
Woodbridge,CT,325,28.3,high,9/22/10,11.48,Connecticut,41.352964,-73.01212
Woodland Hills,CA,50,3.54,high,9/22/10,14.12,California,33.786594,-118.298662
Woonsocket,RI,60,3.54,high,9/22/10,16.95,Rhode Island,42.001731,-71.50722
Worcester,MA,80,14.15,medium,9/22/10,5.65,Massachusetts,42.279451,-71.82562
Yorktown Heights,NY,300,28.3,medium,9/22/10,10.6,New York,41.296874,-73.78934
Lenexa,KS,60,3.54,high,9/22/10,16.95,Kansas,38.9536174,-94.7335709
Addison,IL,100,28.3,high,9/23/10,3.53,Illinois,41.885626,-88.045468
Albany,NY,350,28.3,high,9/23/10,12.37,New York,42.614852,-73.970812
Albany,NY,450,28.3,high,9/23/10,15.9,New York,42.614852,-73.970812
Albuquerque,NM,30,14.15,low,9/23/10,2.12,New Mexico,35.044339,-106.672872
Allendale,NJ,220,14.15,high,9/23/10,15.55,New Jersey,41.031505,-74.13409
Allentown,PA,60,7.075,medium,9/23/10,8.48,Pennsylvania,40.601996,-75.4793
Amherst,MA,50,3.54,high,9/23/10,14.12,Massachusetts,42.377651,-72.513183
Amherst,MA,30,3.54,medium,9/23/10,8.47,Massachusetts,42.377651,-72.513183
Anaheim,CA,325,28.3,high,9/23/10,11.48,California,33.640302,-117.769442
Anaheim,CA,80,5,high,9/23/10,16,California,33.640302,-117.769442
Arlington,TX,50,28.3,low,9/23/10,1.77,Texas,32.741685,-97.14698
Astoria,NY,50,25,medium,9/23/10,2,New York,40.767127,-73.917765
Athens,IL,180,28.3,medium,9/23/10,6.36,Illinois,39.982768,-89.68326
Atlanta,GA,60,28.3,high,9/23/10,2.12,Georgia,33.844371,-84.47405
Auburn,WA,320,28.3,high,9/23/10,11.31,Washington,47.3039715,-122.18965
Austin,TX,300,28.3,high,9/23/10,10.6,Texas,30.326374,-97.771258
Austin,TX,60,3.54,high,9/23/10,16.95,Texas,30.326374,-97.771258
Austin,TX,400,28.3,high,9/23/10,14.13,Texas,30.326374,-97.771258
Austin,TX,120,3.54,high,9/23/10,33.9,Texas,30.326374,-97.771258
Austin,TX,50,3.54,high,9/23/10,14.12,Texas,30.326374,-97.771258
Avon,CO,275,28.3,high,9/23/10,9.72,Colorado,39.63298,-106.51534
Bakersfield,CA,300,28.3,high,9/23/10,10.6,California,35.294405,-118.905173
Ballwin,MO,120,7.075,high,9/23/10,16.96,Missouri,38.6198605,-90.479144
Baltimore,MD,40,7.075,medium,9/23/10,5.65,Maryland,39.2847815,-76.620489
Baton Rouge,LA,400,28.3,high,9/23/10,14.13,Louisiana,30.495314,-91.080373
Baton Rouge,LA,60,28.3,low,9/23/10,2.12,Louisiana,30.495314,-91.080373
Baton Rouge,LA,75,28.3,low,9/23/10,2.65,Louisiana,30.495314,-91.080373
Beaverton,OR,275,28.3,high,9/23/10,9.72,Oregon,45.5043775,-122.85714
Bellaire,MI,250,28.3,medium,9/23/10,8.83,Michigan,44.970267,-85.21448
Berrien Springs,MI,60,3.54,high,9/23/10,16.95,Michigan,41.973121,-86.532542
Birmingham,AL,120,7.075,high,9/23/10,16.96,Alabama,33.544622,-86.929208
Birmingham,AL,70,3.54,high,9/23/10,19.77,Alabama,33.544622,-86.929208
Birmingham,MI,120,7.075,high,9/23/10,16.96,Michigan,42.5742545,-83.253826
Blacksburg,VA,350,28.3,high,9/23/10,12.37,Virginia,37.176671,-80.395698
Blacksburg,VA,125,28.3,medium,9/23/10,4.42,Virginia,37.176671,-80.395698
Boca Raton,FL,100,7.075,high,9/23/10,14.13,Florida,26.391346,-80.16699
Bolingbrook,IL,100,7.075,medium,9/23/10,14.13,Illinois,41.6939245,-88.108325
Boston,MA,400,28.3,high,9/23/10,14.13,Massachusetts,42.338947,-71.026964
Boulder,CO,250,28.3,high,9/23/10,8.83,Colorado,40.087835,-105.373507
Boulder,CO,75,7.075,high,9/23/10,10.6,Colorado,40.087835,-105.373507
Bristol,ME,90,7.075,high,9/23/10,12.72,Maine,43.965125,-69.50529
Brooklyn,NY,60,3.54,high,9/23/10,16.95,New York,40.645099,-73.945032
Brooklyn,NY,70,3.54,high,9/23/10,19.77,New York,40.645099,-73.945032
Brooklyn,NY,50,14.15,medium,9/23/10,3.53,New York,40.645099,-73.945032
Brooklyn,NY,50,20,high,9/23/10,2.5,New York,40.645099,-73.945032
Brooklyn,NY,200,28.3,low,9/23/10,7.07,New York,40.645099,-73.945032
Carol Stream,IL,120,7.075,high,9/23/10,16.96,Illinois,41.839679,-88.088716
Carrboro,NC,60,3.54,high,9/23/10,16.95,North Carolina,35.912489,-79.08144
Carson City,NV,200,28.3,medium,9/23/10,7.07,Nevada,39.167833,-119.776409
Cedar Rapids,IA,480,28.3,high,9/23/10,16.96,Iowa,42.079415,-91.6066525
Champaign,IL,60,3.54,high,9/23/10,16.95,Illinois,40.1208925,-88.25826
Charleston,SC,60,3.54,high,9/23/10,16.95,South Carolina,32.84885,-79.9355
Charlottesville,VA,320,28.3,medium,9/23/10,11.31,Virginia,38.040101,-78.485066
Cherry Hill,NJ,200,28.3,medium,9/23/10,7.07,New Jersey,39.908613,-74.99951
Chicago,IL,60,3.54,high,9/23/10,16.95,Illinois,41.8474,-87.68732
Chicago,IL,75,3.54,high,9/23/10,21.19,Illinois,41.8474,-87.68732
Chicago,IL,125,28.3,medium,9/23/10,4.42,Illinois,41.8474,-87.68732
Chisago City,MN,20,3.54,medium,9/23/10,5.65,Minnesota,45.365164,-92.88864
Cincinnati,OH,350,28.3,high,9/23/10,12.37,Ohio,39.166759,-84.53778
Clawson,MI,440,28.3,medium,9/23/10,15.55,Michigan,42.5978125,-83.26871
Cleveland,OH,400,28.3,high,9/23/10,14.13,Ohio,41.526151,-81.672797
Coatesville,PA,480,28.3,high,9/23/10,16.96,Pennsylvania,39.978456,-75.82275
Collierville,TN,20,7.075,medium,9/23/10,2.83,Tennessee,35.129481,-89.822854
Columbus,OH,35,3.54,medium,9/23/10,9.89,Ohio,39.969036,-83.011389
Columbus,OH,350,28.3,high,9/23/10,12.37,Ohio,39.969036,-83.011389
Columbus,OH,320,28.3,high,9/23/10,11.31,Ohio,39.969036,-83.011389
Costa Mesa,CA,220,14.15,high,9/23/10,15.55,California,33.647028,-117.90863
Dallas,TX,150,7.075,high,9/23/10,21.2,Texas,32.767268,-96.777626
Davis,CA,120,14.15,high,9/23/10,8.48,California,38.5844005,-121.849041
Dayton,OH,120,28.3,medium,9/23/10,4.24,Ohio,39.750471,-84.221865
Decorah,IA,60,3.54,medium,9/23/10,16.95,Iowa,43.345879,-91.77187
Denton,TX,375,28.3,high,9/23/10,13.25,Texas,33.225523,-97.116282
Denver,CO,400,28.3,high,9/23/10,14.13,Colorado,39.738752,-104.96214
Denver,CO,38,3.54,medium,9/23/10,10.73,Colorado,39.738752,-104.96214
Durham,NC,20,5,low,9/23/10,4,North Carolina,36.042858,-78.8632855
East Islip,NY,400,28.3,high,9/23/10,14.13,New York,40.72921,-73.18073
East Lansing,MI,400,28.3,high,9/23/10,14.13,Michigan,42.724834,-84.4681025
East Rutherford,NJ,50,3.54,high,9/23/10,14.12,New Jersey,40.830158,-74.09707
East Windsor,CT,240,14.15,high,9/23/10,16.96,Connecticut,41.908464,-72.60547
Edwardsville,IL,60,7.075,high,9/23/10,8.48,Illinois,38.7765225,-89.949075
Erie,PA,125,28.3,low,9/23/10,4.42,Pennsylvania,42.182748,-80.064915
Fall River,MA,100,5,high,9/23/10,20,Massachusetts,41.691369,-71.13986
Fargo,ND,60,3.54,high,9/23/10,16.95,North Dakota,46.934596,-97.229718
Farmville,NC,270,28.3,high,9/23/10,9.54,North Carolina,35.598204,-77.59066
Forest Hills,NY,60,28.3,low,9/23/10,2.12,New York,40.720535,-73.84582
Glastonbury,CT,50,5,medium,9/23/10,10,Connecticut,41.707932,-72.57085
Grand Forks,ND,60,3.54,medium,9/23/10,16.95,North Dakota,47.933481,-97.239228
Greeley,CO,80,28.3,low,9/23/10,2.83,Colorado,40.407853,-104.70172
Green Bay,WI,50,3.54,high,9/23/10,14.12,Wisconsin,44.4726535,-88.007382
Grove City,PA,200,28.3,medium,9/23/10,7.07,Pennsylvania,41.169987,-80.08174
Hampden,ME,320,28.3,high,9/23/10,11.31,Maine,44.735745,-68.92518
Harrisburg,PA,175,28.3,medium,9/23/10,6.18,Pennsylvania,40.2715305,-76.875822
Harrisonburg,VA,45,7.075,low,9/23/10,6.36,Virginia,38.459325,-78.8778515
Hialeah,FL,300,28.3,high,9/23/10,10.6,Florida,25.862573,-80.32552
Hopkins,MN,400,28.3,high,9/23/10,14.13,Minnesota,44.937681,-93.421015
Houston,TX,110,7.075,high,9/23/10,15.55,Texas,29.83399,-95.434241
Houston,TX,450,28.3,high,9/23/10,15.9,Texas,29.83399,-95.434241
Houston,TX,400,28.3,high,9/23/10,14.13,Texas,29.83399,-95.434241
Huntington,WV,30,3.54,medium,9/23/10,8.47,West Virginia,38.413384,-82.277401
Huntington,WV,70,14.15,medium,9/23/10,4.95,West Virginia,38.413384,-82.277401
Hutchinson,KS,50,28.3,low,9/23/10,1.77,Kansas,38.034292,-97.929
Jackson,MI,45,7.075,medium,9/23/10,6.36,Michigan,42.2525575,-84.398775
Jamaica,NY,65,3.54,high,9/23/10,18.36,New York,40.662762,-73.8300015
Jonesboro,GA,500,28.3,high,9/23/10,17.67,Georgia,33.500697,-84.351273
Joplin,MO,25,7.075,medium,9/23/10,3.53,Missouri,37.1501895,-94.4185715
Junction City,OR,50,7.075,high,9/23/10,7.07,Oregon,44.204189,-123.2294
Kalamazoo,MI,55,28.3,high,9/23/10,1.94,Michigan,42.285613,-85.55871
Kalispell,MT,35,3.54,high,9/23/10,9.89,Montana,48.212567,-114.2890715
Kansas City,MO,100,7.075,high,9/23/10,14.13,Missouri,39.035038,-94.50755
Kennesaw,GA,425,28.3,high,9/23/10,15.02,Georgia,34.002147,-84.63392
Lafayette,IN,350,28.3,high,9/23/10,12.37,Indiana,40.403508,-86.88326
Lakeland,FL,80,28.3,medium,9/23/10,2.83,Florida,28.015032,-81.95206
Lewisburg,PA,60,3.54,medium,9/23/10,16.95,Pennsylvania,40.965348,-76.9139
Lincoln,NE,50,3.54,high,9/23/10,14.12,Nebraska,40.8106485,-96.688799
Lincoln,NE,50,28.3,high,9/23/10,1.77,Nebraska,40.8106485,-96.688799
Lincoln,NE,60,3.54,high,9/23/10,16.95,Nebraska,40.8106485,-96.688799
Livingston,MT,200,28.3,high,9/23/10,7.07,Montana,45.674463,-110.53834
Long Beach,CA,350,28.3,high,9/23/10,12.37,California,33.786594,-118.1958255
Los Angeles,CA,45,5,medium,9/23/10,9,California,34.001115,-118.298662
Los Angeles,CA,45,3.54,medium,9/23/10,12.71,California,34.001115,-118.298662
Louisville,KY,30,3.54,medium,9/23/10,8.47,Kentucky,38.188962,-85.676819
Lowell,MA,30,5,low,9/23/10,6,Massachusetts,42.6379455,-71.31871
Madison,AL,60,3.54,high,9/23/10,16.95,Alabama,34.715065,-86.75164
Madison,WI,350,28.3,high,9/23/10,12.37,Wisconsin,43.06956,-89.423861
Magnolia,AR,140,28.3,medium,9/23/10,4.95,Arkansas,33.2460895,-93.217115
Mcminnville,OR,230,28.3,medium,9/23/10,8.13,Oregon,45.210104,-123.20747
Melbourne,FL,65,3.54,high,9/23/10,18.36,Florida,28.179535,-80.686159
Mesa,AZ,60,28.3,low,9/23/10,2.12,Arizona,33.400127,-111.78594
Middletown,CT,95,7.075,high,9/23/10,13.43,Connecticut,41.5550675,-72.6606895
Milwaukee,WI,300,28.3,high,9/23/10,10.6,Wisconsin,43.038863,-87.93423
Milwaukee,WI,55,3.54,high,9/23/10,15.54,Wisconsin,43.038863,-87.93423
Milwaukee,WI,120,28.3,low,9/23/10,4.24,Wisconsin,43.038863,-87.93423
Minneapolis,MN,60,3.54,high,9/23/10,16.95,Minnesota,45.0050635,-93.33726
Minneapolis,MN,80,28.3,low,9/23/10,2.83,Minnesota,45.0050635,-93.33726
Modesto,CA,280,28.3,high,9/23/10,9.89,California,37.635274,-120.968045
Monroe,LA,100,28.3,medium,9/23/10,3.53,Louisiana,32.490777,-92.1
Morgantown,WV,60,3.54,high,9/23/10,16.95,West Virginia,39.635272,-79.95154
Murfreesboro,TN,100,28.3,low,9/23/10,3.53,Tennessee,35.859565,-86.420958
Naples,FL,300,28.3,high,9/23/10,10.6,Florida,26.180962,-81.73386
New City,NY,200,10,high,9/23/10,20,New York,41.145495,-73.9949
New Orleans,LA,60,3.54,high,9/23/10,16.95,Louisiana,30.032997,-89.882564
New York,NY,575,28.3,high,9/23/10,20.32,New York,40.780751,-73.977182
New York,NY,425,28.3,high,9/23/10,15.02,New York,40.780751,-73.977182
New York,NY,50,3.54,high,9/23/10,14.12,New York,40.780751,-73.977182
New York,NY,70,3.54,medium,9/23/10,19.77,New York,40.780751,-73.977182
New York,NY,350,28.3,high,9/23/10,12.37,New York,40.780751,-73.977182
Newburgh,NY,350,28.3,high,9/23/10,12.37,New York,41.447595,-74.208
Newtonville,MA,60,3.54,high,9/23/10,16.95,Massachusetts,42.352996,-71.20907
Northampton,MA,200,14.15,high,9/23/10,14.13,Massachusetts,42.324539,-72.63599
Norwalk,CT,60,3.54,high,9/23/10,16.95,Connecticut,41.124546,-73.4053
Notre Dame,IN,100,28.3,low,9/23/10,3.53,Indiana,41.701415,-86.24498
Oakdale,PA,100,28.3,medium,9/23/10,3.53,Pennsylvania,40.420319,-80.18692
Oklahoma City,OK,60,28.3,low,9/23/10,2.12,Oklahoma,35.535989,-97.43249
Oklahoma City,OK,100,28.3,high,9/23/10,3.53,Oklahoma,35.535989,-97.43249
Omaha,NE,60,3.54,high,9/23/10,16.95,Nebraska,41.291736,-96.118065
Oregon City,OR,275,28.3,high,9/23/10,9.72,Oregon,45.344246,-122.58464
Orlando,FL,50,3.54,high,9/23/10,14.12,Florida,28.5538035,-81.260818
Otisville,MI,250,28.3,high,9/23/10,8.83,Michigan,43.167457,-83.52542
Ottumwa,IA,987,28.3,high,9/23/10,34.88,Iowa,41.023872,-92.41741
Pasadena,CA,340,28.3,high,9/23/10,12.01,California,33.786594,-118.298662
Philadelphia,PA,50,15,medium,9/23/10,3.33,Pennsylvania,40.001811,-75.12565
Phoenixville,PA,60,3.54,high,9/23/10,16.95,Pennsylvania,40.126271,-75.52341
Pittsburgh,PA,100,7.075,high,9/23/10,14.13,Pennsylvania,40.434436,-80.024817
Plano,TX,410,28.3,high,9/23/10,14.49,Texas,33.0448605,-96.73772
Pomona,CA,80,7.075,low,9/23/10,11.31,California,33.916089,-118.038991
Port Orchard,WA,160,7.075,high,9/23/10,22.61,Washington,47.5034205,-122.6312
Portland,OR,250,28.3,high,9/23/10,8.83,Oregon,45.546205,-122.59418
Portland,OR,50,28.3,high,9/23/10,1.77,Oregon,45.546205,-122.59418
Portland,OR,300,28.3,high,9/23/10,10.6,Oregon,45.546205,-122.59418
Portsmouth,NH,60,3.54,high,9/23/10,16.95,New Hampshire,43.005895,-71.013202
Potomac,MD,65,3.54,high,9/23/10,18.36,Maryland,39.0895035,-77.2037835
Poughkeepsie,NY,55,3.54,high,9/23/10,15.54,New York,41.730674,-73.812392
Prescott,AZ,150,28.3,medium,9/23/10,5.3,Arizona,34.5930785,-112.472325
Presque Isle,ME,30,3.54,medium,9/23/10,8.47,Maine,46.679321,-68.00216
Providence,RI,150,28.3,medium,9/23/10,5.3,Rhode Island,41.82275,-71.424851
Providence,RI,120,7.075,high,9/23/10,16.96,Rhode Island,41.82275,-71.424851
Providence,RI,300,28.3,high,9/23/10,10.6,Rhode Island,41.82275,-71.424851
Racine,WI,75,28.3,medium,9/23/10,2.65,Wisconsin,42.727153,-87.79747
Raleigh,NC,120,7.075,high,9/23/10,16.96,North Carolina,35.797692,-78.625265
Raleigh,NC,50,3.54,high,9/23/10,14.12,North Carolina,35.797692,-78.625265
Redford,MI,125,28.3,low,9/23/10,4.42,Michigan,42.4028605,-83.29651
Rehoboth Beach,DE,75,14.15,medium,9/23/10,5.3,Delaware,38.711512,-75.09677
Reno,NV,200,28.3,medium,9/23/10,7.07,Nevada,39.543941,-119.77497
Rensselaer,NY,450,28.3,high,9/23/10,15.9,New York,42.63738,-73.72587
Richmond,VA,180,28.3,medium,9/23/10,6.36,Virginia,37.524246,-77.493157
Riverside,CA,375,28.3,high,9/23/10,13.25,California,33.752886,-116.055617
Rocky Point,NY,60,7.075,high,9/23/10,8.48,New York,40.954093,-72.92884
Sacramento,CA,35,3.54,medium,9/23/10,9.89,California,38.377411,-121.444429
Saint Charles,MO,180,28.3,medium,9/23/10,6.36,Missouri,38.7459875,-90.596175
Saint Peters,MO,100,28.3,medium,9/23/10,3.53,Missouri,38.778579,-90.62045
Saint Petersburg,FL,400,28.3,high,9/23/10,14.13,Florida,27.8781165,-82.724763
Saint Petersburg,FL,360,28.3,high,9/23/10,12.72,Florida,27.8781165,-82.724763
Salisbury,MD,240,28.3,medium,9/23/10,8.48,Maryland,38.3790545,-75.61987
Salt Lake City,UT,50,3.54,high,9/23/10,14.12,Utah,40.668068,-111.908297
San Antonio,TX,65,3.54,high,9/23/10,18.36,Texas,29.437532,-98.461582
San Antonio,TX,350,28.3,medium,9/23/10,12.37,Texas,29.437532,-98.461582
San Diego,CA,40,28.3,high,9/23/10,1.41,California,32.998855,-117.02431
San Francisco,CA,50,3.54,high,9/23/10,14.12,California,37.784827,-122.727802
San Francisco,CA,360,28.3,high,9/23/10,12.72,California,37.784827,-122.727802
San Francisco,CA,50,10,medium,9/23/10,5,California,37.784827,-122.727802
San Francisco,CA,250,28.3,medium,9/23/10,8.83,California,37.784827,-122.727802
San Gabriel,CA,60,3.54,high,9/23/10,16.95,California,34.089059,-118.0951
San Jose,CA,200,28.3,high,9/23/10,7.07,California,37.189396,-121.723568
San Jose,CA,40,3.54,medium,9/23/10,11.3,California,37.189396,-121.723568
San Jose,CA,325,28.3,high,9/23/10,11.48,California,37.189396,-121.723568
San Jose,CA,60,3.54,high,9/23/10,16.95,California,37.189396,-121.723568
Sanford,FL,110,7.075,medium,9/23/10,15.55,Florida,28.803979,-81.27631
Santa Cruz,CA,30,3.54,high,9/23/10,8.47,California,36.9903775,-122.018445
Savannah,GA,400,28.3,high,9/23/10,14.13,Georgia,31.971394,-81.07156
Schenectady,NY,120,28.3,medium,9/23/10,4.24,New York,42.814476,-73.94337
Seattle,WA,80,7.075,medium,9/23/10,11.31,Washington,47.543348,-122.30373
Seattle,WA,155,28.3,high,9/23/10,5.48,Washington,47.543348,-122.30373
Seattle,WA,225,28.3,medium,9/23/10,7.95,Washington,47.543348,-122.30373
Seattle,WA,40,3.54,medium,9/23/10,11.3,Washington,47.543348,-122.30373
Seattle,WA,50,3.54,high,9/23/10,14.12,Washington,47.543348,-122.30373
Seattle,WA,40,3.54,high,9/23/10,11.3,Washington,47.543348,-122.30373
Seattle,WA,50,3.54,medium,9/23/10,14.12,Washington,47.543348,-122.30373
Sewell,NJ,35,5,high,9/23/10,7,New Jersey,39.74953,-75.10637
Shreveport,LA,60,28.3,medium,9/23/10,2.12,Louisiana,32.607556,-93.75256
Slippery Rock,PA,30,3.54,medium,9/23/10,8.47,Pennsylvania,41.047157,-80.05506
Snellville,GA,75,3.54,high,9/23/10,21.19,Georgia,33.8415795,-84.02757
Somerset,KY,75,28.3,high,9/23/10,2.65,Kentucky,37.09325,-84.54437
Southfield,MI,100,28.3,medium,9/23/10,3.53,Michigan,42.4867845,-83.254145
Steamboat Springs,CO,35,3.54,high,9/23/10,9.89,Colorado,40.502772,-106.87521
Stockton,CA,130,28.3,medium,9/23/10,4.59,California,37.9551485,-121.2866535
Storrs Mansfield,CT,60,3.54,high,9/23/10,16.95,Connecticut,41.8067355,-72.25576
Talent,OR,180,28.3,high,9/23/10,6.36,Oregon,42.227162,-122.78933
Tempe,AZ,320,28.3,high,9/23/10,11.31,Arizona,33.380009,-111.931424
Toledo,OH,30,7.075,medium,9/23/10,4.24,Ohio,41.678248,-83.52774
Topsfield,MA,50,3.54,medium,9/23/10,14.12,Massachusetts,42.642471,-70.94424
Trenton,TX,60,28.3,medium,9/23/10,2.12,Texas,33.435618,-96.3324
Trinidad,CO,85,7.075,high,9/23/10,12.01,Colorado,37.191882,-104.47809
Tuscaloosa,AL,45,7.075,medium,9/23/10,6.36,Alabama,33.2721235,-87.51457
Tyngsboro,MA,380,28.3,high,9/23/10,13.43,Massachusetts,42.671589,-71.41694
Uniontown,PA,60,3.54,high,9/23/10,16.95,Pennsylvania,39.89822,-79.7311
Valparaiso,IN,300,28.3,high,9/23/10,10.6,Indiana,41.484652,-87.076094
Venice,FL,50,3.54,high,9/23/10,14.12,Florida,27.0951285,-82.406055
Vestal,NY,50,3.54,medium,9/23/10,14.12,New York,42.1413095,-75.886625
West Hollywood,CA,400,28.3,high,9/23/10,14.13,California,34.090975,-118.3813
West Palm Beach,FL,80,7.075,high,9/23/10,11.31,Florida,26.669744,-80.12704
Westland,MI,25,5,low,9/23/10,5,Michigan,42.314862,-83.37632
Westmont,IL,60,3.54,high,9/23/10,16.95,Illinois,41.795358,-87.97778
Wichita,KS,45,14.15,medium,9/23/10,3.18,Kansas,37.693588,-97.359835
Wofford Heights,CA,50,3.54,high,9/23/10,14.12,California,35.715762,-118.4754575
Worcester,MA,60,3.54,high,9/23/10,16.95,Massachusetts,42.279451,-71.82562
Navarre,FL,30,7.075,medium,9/23/10,4.24,Florida,30.4109342,-86.9123217
Overland Park,KS,80,28.3,medium,9/23/10,2.83,Kansas,38.9822282,-94.6707917
Overland Park,KS,60,28.3,low,9/23/10,2.12,Kansas,38.9822282,-94.6707917
Overland Park,KS,240,28.3,high,9/23/10,8.48,Kansas,38.9822282,-94.6707917
Pearl,MS,450,28.3,high,9/23/10,15.9,Mississippi,32.2745912,-90.1320311
Aiken,SC,300,28.3,high,9/24/10,10.6,South Carolina,33.5538075,-81.6077505
